Play,Act,Scene,Character,Line Count,Text
The Tragedy of Macbeth,2,3,PORTER,168,"Here's a knocking indeed! If a man were porter of hell-gate, he should have old turning the key. Knock, knock, knock! Who's there, i' the name of Beelzebub? Here's a farmer, that hanged himself on the expectation of plenty: come in time; have napkins enow about you; here you'll sweat for't. Knock, knock! Who's there, in the other devil's name? Faith, here's an equivocator, that could swear in both the scales against either scale; who committed treason enough for God's sake, yet could not equivocate to heaven: O, come in, equivocator. Knock, knock, knock! Who's there? Faith, here's an English tailor come hither, for stealing out of a French hose: come in, tailor; here you may roast your goose. Knock, knock; never at quiet! What are you? But this place is too cold for hell. I'll devil-porter it no further: I had thought to have let in some of all professions that go the primrose way to the everlasting bonfire. Anon, anon! I pray you, remember the porter."
The Tragedy of Macbeth,2,3,MACDUFF,16,"Was it so late, friend, ere you went to bed, That you do lie so late?"
The Tragedy of Macbeth,2,3,PORTER,19,"'Faith sir, we were carousing till the second cock: and drink, sir, is a great provoker of three things."
The Tragedy of Macbeth,2,3,MACDUFF,7,What three things does drink especially provoke?
The Tragedy of Macbeth,2,3,PORTER,78,"Marry, sir, nose-painting, sleep, and urine. Lechery, sir, it provokes, and unprovokes; it provokes the desire, but it takes away the performance: therefore, much drink may be said to be an equivocator with lechery: it makes him, and it mars him; it sets him on, and it takes him off; it persuades him, and disheartens him; makes him stand to, and not stand to; in conclusion, equivocates him in a sleep, and, giving him the lie, leaves him."
The Tragedy of Macbeth,2,3,MACDUFF,9,I believe drink gave thee the lie last night.
The Tragedy of Macbeth,2,3,PORTER,40,"That it did, sir, i' the very throat on me: but I requited him for his lie; and, I think, being too strong for him, though he took up my legs sometime, yet I made a shift to cast him."
The Tragedy of Macbeth,2,3,MACDUFF,12,Is thy master stirring? Our knocking has awaked him; here he comes.
The Tragedy of Macbeth,2,3,LENNOX,4,"Good morrow, noble sir."
The Tragedy of Macbeth,2,3,MACBETH,3,"Good morrow, both."
The Tragedy of Macbeth,2,3,MACDUFF,6,"Is the king stirring, worthy thane?"
The Tragedy of Macbeth,2,3,MACBETH,2,Not yet.
The Tragedy of Macbeth,2,3,MACDUFF,15,He did command me to call timely on him: I have almost slipp'd the hour.
The Tragedy of Macbeth,2,3,MACBETH,5,I'll bring you to him.
The Tragedy of Macbeth,2,3,MACDUFF,13,I know this is a joyful trouble to you; But yet 'tis one.
The Tragedy of Macbeth,2,3,MACBETH,11,The labour we delight in physics pain. This is the door.
The Tragedy of Macbeth,2,3,MACDUFF,11,"I'll make so bold to call, For 'tis my limited service."
The Tragedy of Macbeth,2,3,LENNOX,5,Goes the king hence to-day?
The Tragedy of Macbeth,2,3,MACBETH,6,He does: he did appoint so.
The Tragedy of Macbeth,2,3,LENNOX,59,"The night has been unruly: where we lay, Our chimneys were blown down; and, as they say, Lamentings heard i' the air; strange screams of death, And prophesying with accents terrible Of dire combustion and confused events New hatch'd to the woeful time: the obscure bird Clamour'd the livelong night: some say, the earth Was feverous and did shake."
The Tragedy of Macbeth,2,3,MACBETH,4,'Twas a rough night.
The Tragedy of Macbeth,2,3,LENNOX,9,My young remembrance cannot parallel A fellow to it.
The Tragedy of Macbeth,2,3,MACDUFF,12,"O horror, horror, horror! Tongue nor heart Cannot conceive nor name thee!"
The Tragedy of Macbeth,2,3,MACBETH,3,What's the matter.
The Tragedy of Macbeth,2,3,LENNOX,3,What's the matter.
The Tragedy of Macbeth,2,3,MACDUFF,24,"Confusion now hath made his masterpiece! Most sacrilegious murder hath broke ope The Lord's anointed temple, and stole thence The life o' the building!"
The Tragedy of Macbeth,2,3,MACBETH,7,What is 't you say? the life?
The Tragedy of Macbeth,2,3,LENNOX,4,Mean you his majesty?
The Tragedy of Macbeth,2,3,MACDUFF,73,"Approach the chamber, and destroy your sight With a new Gorgon: do not bid me speak; See, and then speak yourselves. Awake, awake! Ring the alarum-bell. Murder and treason! Banquo and Donalbain! Malcolm! awake! Shake off this downy sleep, death's counterfeit, And look on death itself! up, up, and see The great doom's image! Malcolm! Banquo! As from your graves rise up, and walk like sprites, To countenance this horror! Ring the bell."
The Tragedy of Macbeth,2,3,LADY MACBETH,18,"What's the business, That such a hideous trumpet calls to parley The sleepers of the house? speak, speak!"
The Tragedy of Macbeth,2,3,MACDUFF,32,"O gentle lady, 'Tis not for you to hear what I can speak: The repetition, in a woman's ear, Would murder as it fell. O Banquo, Banquo, Our royal master 's murder'd!"
The Tragedy of Macbeth,2,3,LADY MACBETH,6,"Woe, alas! What, in our house?"
The Tragedy of Macbeth,2,3,BANQUO,16,"Too cruel any where. Dear Duff, I prithee, contradict thyself, And say it is not so."
The Tragedy of Macbeth,2,3,MACBETH,51,"Had I but died an hour before this chance, I had lived a blessed time; for, from this instant, There 's nothing serious in mortality: All is but toys: renown and grace is dead; The wine of life is drawn, and the mere lees Is left this vault to brag of."
The Tragedy of Macbeth,2,3,DONALBAIN,3,What is amiss?
The Tragedy of Macbeth,2,3,MACBETH,24,"You are, and do not know't: The spring, the head, the fountain of your blood Is stopp'd; the very source of it is stopp'd."
The Tragedy of Macbeth,2,3,MACDUFF,5,Your royal father 's murder'd.
The Tragedy of Macbeth,2,3,MALCOLM,3,"O, by whom?"
The Tragedy of Macbeth,2,3,LENNOX,44,"Those of his chamber, as it seem'd, had done 't: Their hands and faces were an badged with blood; So were their daggers, which unwiped we found Upon their pillows: They stared, and were distracted; no man's life Was to be trusted with them."
The Tragedy of Macbeth,2,3,MACBETH,14,"O, yet I do repent me of my fury, That I did kill them."
The Tragedy of Macbeth,2,3,MACDUFF,4,Wherefore did you so?
The Tragedy of Macbeth,2,3,MACBETH,85,"Who can be wise, amazed, temperate and furious, Loyal and neutral, in a moment? No man: The expedition my violent love Outrun the pauser, reason. Here lay Duncan, His silver skin laced with his golden blood; And his gash'd stabs look'd like a breach in nature For ruin's wasteful entrance: there, the murderers, Steep'd in the colours of their trade, their daggers Unmannerly breech'd with gore: who could refrain, That had a heart to love, and in that heart Courage to make 's love known?"
The Tragedy of Macbeth,2,3,LADY MACBETH,4,"Help me hence, ho!"
The Tragedy of Macbeth,2,3,MACDUFF,4,Look to the lady.
The Tragedy of Macbeth,2,3,MALCOLM,8,That most may claim this argument for ours?
The Tragedy of Macbeth,2,3,DONALBAIN,21,"where our fate, Hid in an auger-hole, may rush, and seize us? Let 's away; Our tears are not yet brew'd."
The Tragedy of Macbeth,2,3,MALCOLM,5,Upon the foot of motion.
The Tragedy of Macbeth,2,3,BANQUO,55,"Look to the lady: And when we have our naked frailties hid, That suffer in exposure, let us meet, And question this most bloody piece of work, To know it further. Fears and scruples shake us: In the great hand of God I stand; and thence Against the undivulged pretence I fight Of treasonous malice."
The Tragedy of Macbeth,2,3,MACDUFF,4,And so do I.
The Tragedy of Macbeth,2,3,ALL,2,So all.
The Tragedy of Macbeth,2,3,MACBETH,12,"Let's briefly put on manly readiness, And meet i' the hall together."
The Tragedy of Macbeth,2,3,ALL,2,Well contented.
The Tragedy of Macbeth,2,3,MALCOLM,26,What will you do? Let's not consort with them: To show an unfelt sorrow is an office Which the false man does easy. I'll to England.
The Tragedy of Macbeth,2,3,DONALBAIN,27,"To Ireland, I; our separated fortune Shall keep us both the safer: where we are, There's daggers in men's smiles: the near in blood, The nearer bloody."
The Tragedy of Macbeth,2,3,MALCOLM,45,"This murderous shaft that's shot Hath not yet lighted, and our safest way Is to avoid the aim. Therefore, to horse; And let us not be dainty of leave-taking, But shift away: there's warrant in that theft Which steals itself, when there's no mercy left."
The Tragedy of Macbeth,2,4,OLD MAN,29,Threescore and ten I can remember well: Within the volume of which time I have seen Hours dreadful and things strange; but this sore night Hath trifled former knowings.
The Tragedy of Macbeth,2,4,ROSS,50,"Ah, good father, Thou seest, the heavens, as troubled with man's act, Threaten his bloody stage: by the clock, 'tis day, And yet dark night strangles the travelling lamp: Is't night's predominance, or the day's shame, That darkness does the face of earth entomb, When living light should kiss it?"
The Tragedy of Macbeth,2,4,OLD MAN,28,"'Tis unnatural, Even like the deed that's done. On Tuesday last, A falcon, towering in her pride of place, Was by a mousing owl hawk'd at and kill'd."
The Tragedy of Macbeth,2,4,ROSS,35,"And Duncan's horses--a thing most strange and certain-- Beauteous and swift, the minions of their race, Turn'd wild in nature, broke their stalls, flung out, Contending 'gainst obedience, as they would make War with mankind."
The Tragedy of Macbeth,2,4,OLD MAN,6,'Tis said they eat each other.
The Tragedy of Macbeth,2,4,ROSS,23,"They did so, to the amazement of mine eyes That look'd upon't. Here comes the good Macduff. How goes the world, sir, now?"
The Tragedy of Macbeth,2,4,MACDUFF,4,"Why, see you not?"
The Tragedy of Macbeth,2,4,ROSS,9,Is't known who did this more than bloody deed?
The Tragedy of Macbeth,2,4,MACDUFF,5,Those that Macbeth hath slain.
The Tragedy of Macbeth,2,4,ROSS,8,"Alas, the day! What good could they pretend?"
The Tragedy of Macbeth,2,4,MACDUFF,23,"They were suborn'd: Malcolm and Donalbain, the king's two sons, Are stol'n away and fled; which puts upon them Suspicion of the deed."
The Tragedy of Macbeth,2,4,ROSS,23,"'Gainst nature still! Thriftless ambition, that wilt ravin up Thine own life's means! Then 'tis most like The sovereignty will fall upon Macbeth."
The Tragedy of Macbeth,2,4,MACDUFF,11,"He is already named, and gone to Scone To be invested."
The Tragedy of Macbeth,2,4,ROSS,4,Where is Duncan's body?
The Tragedy of Macbeth,2,4,MACDUFF,14,"Carried to Colmekill, The sacred storehouse of his predecessors, And guardian of their bones."
The Tragedy of Macbeth,2,4,ROSS,4,Will you to Scone?
The Tragedy of Macbeth,2,4,MACDUFF,5,"No, cousin, I'll to Fife."
The Tragedy of Macbeth,2,4,ROSS,4,"Well, I will thither."
The Tragedy of Macbeth,2,4,MACDUFF,18,"Well, may you see things well done there: adieu! Lest our old robes sit easier than our new!"
The Tragedy of Macbeth,2,4,ROSS,2,"Farewell, father."
The Tragedy of Macbeth,2,4,OLD MAN,18,"God's benison go with you; and with those That would make good of bad, and friends of foes!"
The Tragedy of Macbeth,3,1,BANQUO,83,"Thou hast it now: king, Cawdor, Glamis, all, As the weird women promised, and, I fear, Thou play'dst most foully for't: yet it was said It should not stand in thy posterity, But that myself should be the root and father Of many kings. If there come truth from them-- As upon thee, Macbeth, their speeches shine-- Why, by the verities on thee made good, May they not be my oracles as well, And set me up in hope? But hush! no more."
The Tragedy of Macbeth,3,1,MACBETH,4,Here's our chief guest.
The Tragedy of Macbeth,3,1,LADY MACBETH,18,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming."
The Tragedy of Macbeth,3,1,MACBETH,12,"To-night we hold a solemn supper sir, And I'll request your presence."
The Tragedy of Macbeth,3,1,BANQUO,20,Let your highness Command upon me; to the which my duties Are with a most indissoluble tie For ever knit.
The Tragedy of Macbeth,3,1,MACBETH,4,Ride you this afternoon?
The Tragedy of Macbeth,3,1,BANQUO,4,"Ay, my good lord."
The Tragedy of Macbeth,3,1,MACBETH,28,"We should have else desired your good advice, Which still hath been both grave and prosperous, In this day's council; but we'll take to-morrow. Is't far you ride?"
The Tragedy of Macbeth,3,1,BANQUO,34,"As far, my lord, as will fill up the time 'Twixt this and supper: go not my horse the better, I must become a borrower of the night For a dark hour or twain."
The Tragedy of Macbeth,3,1,MACBETH,4,Fail not our feast.
The Tragedy of Macbeth,3,1,BANQUO,5,"My lord, I will not."
The Tragedy of Macbeth,3,1,MACBETH,52,"We hear, our bloody cousins are bestow'd In England and in Ireland, not confessing Their cruel parricide, filling their hearers With strange invention: but of that to-morrow, When therewithal we shall have cause of state Craving us jointly. Hie you to horse: adieu, Till you return at night. Goes Fleance with you?"
The Tragedy of Macbeth,3,1,BANQUO,10,"Ay, my good lord: our time does call upon 's."
The Tragedy of Macbeth,3,1,MACBETH,60,"I wish your horses swift and sure of foot; And so I do commend you to their backs. Farewell. Let every man be master of his time Till seven at night: to make society The sweeter welcome, we will keep ourself Till supper-time alone: while then, God be with you! Sirrah, a word with you: attend those men Our pleasure?"
The Tragedy of Macbeth,3,1,ATTENDANT,8,"They are, my lord, without the palace gate."
The Tragedy of Macbeth,3,1,MACBETH,227,"Bring them before us. To be thus is nothing; But to be safely thus.--Our fears in Banquo Stick deep; and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And, to that dauntless temper of his mind, He hath a wisdom that doth guide his valour To act in safety. There is none but he Whose being I do fear: and, under him, My Genius is rebuked; as, it is said, Mark Antony's was by Caesar. He chid the sisters When first they put the name of king upon me, And bade them speak to him: then prophet-like They hail'd him father to a line of kings: Upon my head they placed a fruitless crown, And put a barren sceptre in my gripe, Thence to be wrench'd with an unlineal hand, No son of mine succeeding. If 't be so, For Banquo's issue have I filed my mind; For them the gracious Duncan have I murder'd; Put rancours in the vessel of my peace Only for them; and mine eternal jewel Given to the common enemy of man, To make them kings, the seed of Banquo kings! Rather than so, come fate into the list. And champion me to the utterance! Who's there! Now go to the door, and stay there till we call. Was it not yesterday we spoke together?"
The Tragedy of Macbeth,3,1,FIRST MURDERER,6,"It was, so please your highness."
The Tragedy of Macbeth,3,1,MACBETH,80,"Well then, now Have you consider'd of my speeches? Know That it was he in the times past which held you So under fortune, which you thought had been Our innocent self: this I made good to you In our last conference, pass'd in probation with you, How you were borne in hand, how cross'd, the instruments, Who wrought with them, and all things else that might To half a soul and to a notion crazed Say 'Thus did Banquo.'"
The Tragedy of Macbeth,3,1,FIRST MURDERER,6,You made it known to us.
The Tragedy of Macbeth,3,1,MACBETH,58,"I did so, and went further, which is now Our point of second meeting. Do you find Your patience so predominant in your nature That you can let this go? Are you so gospell'd To pray for this good man and for his issue, Whose heavy hand hath bow'd you to the grave And beggar'd yours for ever?"
The Tragedy of Macbeth,3,1,FIRST MURDERER,5,"We are men, my liege."
The Tragedy of Macbeth,3,1,MACBETH,129,"Ay, in the catalogue ye go for men; As hounds and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs and demi-wolves, are clept All by the name of dogs: the valued file Distinguishes the swift, the slow, the subtle, The housekeeper, the hunter, every one According to the gift which bounteous nature Hath in him closed; whereby he does receive Particular addition. from the bill That writes them all alike: and so of men. Now, if you have a station in the file, Not i' the worst rank of manhood, say 't; And I will put that business in your bosoms, Whose execution takes your enemy off, Grapples you to the heart and love of us, Who wear our health but sickly in his life, Which in his death were perfect."
The Tragedy of Macbeth,3,1,SECOND MURDERER,28,"I am one, my liege, Whom the vile blows and buffets of the world Have so incensed that I am reckless what I do to spite the world."
The Tragedy of Macbeth,3,1,FIRST MURDERER,26,"And I another So weary with disasters, tugg'd with fortune, That I would set my lie on any chance, To mend it, or be rid on't."
The Tragedy of Macbeth,3,1,MACBETH,8,Both of you Know Banquo was your enemy.
The Tragedy of Macbeth,3,1,BOTH MURDERERS,3,"True, my lord."
The Tragedy of Macbeth,3,1,MACBETH,90,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life: and though I could With barefaced power sweep him from my sight And bid my will avouch it, yet I must not, For certain friends that are both his and mine, Whose loves I may not drop, but wail his fall Who I myself struck down; and thence it is, That I to your assistance do make love, Masking the business from the common eye For sundry weighty reasons."
The Tragedy of Macbeth,3,1,SECOND MURDERER,9,"We shall, my lord, Perform what you command us."
The Tragedy of Macbeth,3,1,FIRST MURDERER,3,Though our lives--
The Tragedy of Macbeth,3,1,MACBETH,94,"Your spirits shine through you. Within this hour at most I will advise you where to plant yourselves; Acquaint you with the perfect spy o' the time, The moment on't; for't must be done to-night, And something from the palace; always thought That I require a clearness: and with him-- To leave no rubs nor botches in the work-- Fleance his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the fate Of that dark hour. Resolve yourselves apart: I'll come to you anon."
The Tragedy of Macbeth,3,1,BOTH MURDERERS,5,"We are resolved, my lord."
The Tragedy of Macbeth,3,1,MACBETH,23,"I'll call upon you straight: abide within. It is concluded. Banquo, thy soul's flight, If it find heaven, must find it out to-night."
The Tragedy of Macbeth,3,2,LADY MACBETH,5,Is Banquo gone from court?
The Tragedy of Macbeth,3,2,SERVANT,6,"Ay, madam, but returns again to-night."
The Tragedy of Macbeth,3,2,LADY MACBETH,13,"Say to the king, I would attend his leisure For a few words."
The Tragedy of Macbeth,3,2,SERVANT,3,"Madam, I will."
The Tragedy of Macbeth,3,2,LADY MACBETH,66,"Nought's had, all's spent, Where our desire is got without content: 'Tis safer to be that which we destroy Than by destruction dwell in doubtful joy. How now, my lord! why do you keep alone, Of sorriest fancies your companions making, Using those thoughts which should indeed have died With them they think on? Things without all remedy Should be without regard: what's done is done."
The Tragedy of Macbeth,3,2,MACBETH,113,"We have scotch'd the snake, not kill'd it: She'll close and be herself, whilst our poor malice Remains in danger of her former tooth. But let the frame of things disjoint, both the worlds suffer, Ere we will eat our meal in fear and sleep In the affliction of these terrible dreams That shake us nightly: better be with the dead, Whom we, to gain our peace, have sent to peace, Than on the torture of the mind to lie In restless ecstasy. Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Malice domestic, foreign levy, nothing, Can touch him further."
The Tragedy of Macbeth,3,2,LADY MACBETH,18,"Come on; Gentle my lord, sleek o'er your rugged looks; Be bright and jovial among your guests to-night."
The Tragedy of Macbeth,3,2,MACBETH,49,"So shall I, love; and so, I pray, be you: Let your remembrance apply to Banquo; Present him eminence, both with eye and tongue: Unsafe the while, that we Must lave our honours in these flattering streams, And make our faces vizards to our hearts, Disguising what they are."
The Tragedy of Macbeth,3,2,LADY MACBETH,4,You must leave this.
The Tragedy of Macbeth,3,2,MACBETH,17,"O, full of scorpions is my mind, dear wife! Thou know'st that Banquo, and his Fleance, lives."
The Tragedy of Macbeth,3,2,LADY MACBETH,7,But in them nature's copy's not eterne.
The Tragedy of Macbeth,3,2,MACBETH,44,"There's comfort yet; they are assailable; Then be thou jocund: ere the bat hath flown His cloister'd flight, ere to black Hecate's summons The shard-borne beetle with his drowsy hums Hath rung night's yawning peal, there shall be done A deed of dreadful note."
The Tragedy of Macbeth,3,2,LADY MACBETH,4,What's to be done?
The Tragedy of Macbeth,3,2,MACBETH,93,"Be innocent of the knowledge, dearest chuck, Till thou applaud the deed. Come, seeling night, Scarf up the tender eye of pitiful day; And with thy bloody and invisible hand Cancel and tear to pieces that great bond Which keeps me pale! Light thickens; and the crow Makes wing to the rooky wood: Good things of day begin to droop and drowse; While night's black agents to their preys do rouse. Thou marvell'st at my words: but hold thee still; Things bad begun make strong themselves by ill. So, prithee, go with me."
The Tragedy of Macbeth,3,3,FIRST MURDERER,8,But who did bid thee join with us?
The Tragedy of Macbeth,3,3,THIRD MURDERER,1,Macbeth.
The Tragedy of Macbeth,3,3,SECOND MURDERER,20,"He needs not our mistrust, since he delivers Our offices and what we have to do To the direction just."
The Tragedy of Macbeth,3,3,FIRST MURDERER,32,Then stand with us. The west yet glimmers with some streaks of day: Now spurs the lated traveller apace To gain the timely inn; and near approaches The subject of our watch.
The Tragedy of Macbeth,3,3,THIRD MURDERER,4,Hark! I hear horses.
The Tragedy of Macbeth,3,3,SECOND MURDERER,17,Then 'tis he: the rest That are within the note of expectation Already are i' the court.
The Tragedy of Macbeth,3,3,FIRST MURDERER,4,His horses go about.
The Tragedy of Macbeth,3,3,THIRD MURDERER,21,"Almost a mile: but he does usually, So all men do, from hence to the palace gate Make it their walk."
The Tragedy of Macbeth,3,3,SECOND MURDERER,4,"A light, a light!"
The Tragedy of Macbeth,3,3,THIRD MURDERER,2,'Tis he.
The Tragedy of Macbeth,3,3,FIRST MURDERER,2,Stand to't.
The Tragedy of Macbeth,3,3,BANQUO,5,It will be rain to-night.
The Tragedy of Macbeth,3,3,FIRST MURDERER,4,Let it come down.
The Tragedy of Macbeth,3,3,BANQUO,13,"O, treachery! Fly, good Fleance, fly, fly, fly! Thou mayst revenge. O slave!"
The Tragedy of Macbeth,3,3,THIRD MURDERER,6,Who did strike out the light?
The Tragedy of Macbeth,3,3,FIRST MURDERER,4,Wast not the way?
The Tragedy of Macbeth,3,3,THIRD MURDERER,8,There's but one down; the son is fled.
The Tragedy of Macbeth,3,3,SECOND MURDERER,8,We have lost Best half of our affair.
The Tragedy of Macbeth,3,3,FIRST MURDERER,9,"Well, let's away, and say how much is done."
The Tragedy of Macbeth,3,4,MACBETH,14,You know your own degrees; sit down: at first And last the hearty welcome.
The Tragedy of Macbeth,3,4,LORDS,4,Thanks to your majesty.
The Tragedy of Macbeth,3,4,MACBETH,24,"Ourself will mingle with society, And play the humble host. Our hostess keeps her state, but in best time We will require her welcome."
The Tragedy of Macbeth,3,4,LADY MACBETH,16,"Pronounce it for me, sir, to all our friends; For my heart speaks they are welcome."
The Tragedy of Macbeth,3,4,MACBETH,35,"See, they encounter thee with their hearts' thanks. Both sides are even: here I'll sit i' the midst: Be large in mirth; anon we'll drink a measure The table round. There's blood on thy face."
The Tragedy of Macbeth,3,4,FIRST MURDERER,3,'Tis Banquo's then.
The Tragedy of Macbeth,3,4,MACBETH,10,'Tis better thee without than he within. Is he dispatch'd?
The Tragedy of Macbeth,3,4,FIRST MURDERER,11,"My lord, his throat is cut; that I did for him."
The Tragedy of Macbeth,3,4,MACBETH,24,"Thou art the best o' the cut-throats: yet he's good That did the like for Fleance: if thou didst it, Thou art the nonpareil."
The Tragedy of Macbeth,3,4,FIRST MURDERER,6,"Most royal sir, Fleance is 'scaped."
The Tragedy of Macbeth,3,4,MACBETH,43,"Then comes my fit again: I had else been perfect, Whole as the marble, founded as the rock, As broad and general as the casing air: But now I am cabin'd, cribb'd, confined, bound in To saucy doubts and fears. But Banquo's safe?"
The Tragedy of Macbeth,3,4,FIRST MURDERER,23,"Ay, my good lord: safe in a ditch he bides, With twenty trenched gashes on his head; The least a death to nature."
The Tragedy of Macbeth,3,4,MACBETH,33,"Thanks for that: There the grown serpent lies; the worm that's fled Hath nature that in time will venom breed, No teeth for the present. Get thee gone: to-morrow We'll hear, ourselves, again."
The Tragedy of Macbeth,3,4,LADY MACBETH,44,"My royal lord, You do not give the cheer: the feast is sold That is not often vouch'd, while 'tis a-making, 'Tis given with welcome: to feed were best at home; From thence the sauce to meat is ceremony; Meeting were bare without it."
The Tragedy of Macbeth,3,4,MACBETH,12,"Sweet remembrancer! Now, good digestion wait on appetite, And health on both!"
The Tragedy of Macbeth,3,4,LENNOX,5,May't please your highness sit.
The Tragedy of Macbeth,3,4,MACBETH,27,"Here had we now our country's honour roof'd, Were the graced person of our Banquo present; Who may I rather challenge for unkindness Than pity for mischance!"
The Tragedy of Macbeth,3,4,ROSS,18,"His absence, sir, Lays blame upon his promise. Please't your highness To grace us with your royal company."
The Tragedy of Macbeth,3,4,MACBETH,3,The table's full.
The Tragedy of Macbeth,3,4,LENNOX,6,"Here is a place reserved, sir."
The Tragedy of Macbeth,3,4,MACBETH,1,Where?
The Tragedy of Macbeth,3,4,LENNOX,10,"Here, my good lord. What is't that moves your highness?"
The Tragedy of Macbeth,3,4,MACBETH,6,Which of you have done this?
The Tragedy of Macbeth,3,4,LORDS,4,"What, my good lord?"
The Tragedy of Macbeth,3,4,MACBETH,14,Thou canst not say I did it: never shake Thy gory locks at me.
The Tragedy of Macbeth,3,4,ROSS,7,"Gentlemen, rise: his highness is not well."
The Tragedy of Macbeth,3,4,LADY MACBETH,52,"Sit, worthy friends: my lord is often thus, And hath been from his youth: pray you, keep seat; The fit is momentary; upon a thought He will again be well: if much you note him, You shall offend him and extend his passion: Feed, and regard him not. Are you a man?"
The Tragedy of Macbeth,3,4,MACBETH,15,"Ay, and a bold one, that dare look on that Which might appal the devil."
The Tragedy of Macbeth,3,4,LADY MACBETH,63,"O proper stuff! This is the very painting of your fear: This is the air-drawn dagger which, you said, Led you to Duncan. O, these flaws and starts, Impostors to true fear, would well become A woman's story at a winter's fire, Authorized by her grandam. Shame itself! Why do you make such faces? When all's done, You look but on a stool."
The Tragedy of Macbeth,3,4,MACBETH,39,"Prithee, see there! behold! look! lo! how say you? Why, what care I? If thou canst nod, speak too. If charnel-houses and our graves must send Those that we bury back, our monuments Shall be the maws of kites."
The Tragedy of Macbeth,3,4,LADY MACBETH,5,"What, quite unmann'd in folly?"
The Tragedy of Macbeth,3,4,MACBETH,7,"If I stand here, I saw him."
The Tragedy of Macbeth,3,4,LADY MACBETH,3,"Fie, for shame!"
The Tragedy of Macbeth,3,4,MACBETH,75,"Blood hath been shed ere now, i' the olden time, Ere human statute purged the gentle weal; Ay, and since too, murders have been perform'd Too terrible for the ear: the times have been, That, when the brains were out, the man would die, And there an end; but now they rise again, With twenty mortal murders on their crowns, And push us from our stools: this is more strange Than such a murder is."
The Tragedy of Macbeth,3,4,LADY MACBETH,9,"My worthy lord, Your noble friends do lack you."
The Tragedy of Macbeth,3,4,MACBETH,74,"I do forget. Do not muse at me, my most worthy friends, I have a strange infirmity, which is nothing To those that know me. Come, love and health to all; Then I'll sit down. Give me some wine; fill full. I drink to the general joy o' the whole table, And to our dear friend Banquo, whom we miss; Would he were here! to all, and him, we thirst, And all to all."
The Tragedy of Macbeth,3,4,LORDS,5,"Our duties, and the pledge."
The Tragedy of Macbeth,3,4,MACBETH,30,"Avaunt! and quit my sight! let the earth hide thee! Thy bones are marrowless, thy blood is cold; Thou hast no speculation in those eyes Which thou dost glare with!"
The Tragedy of Macbeth,3,4,LADY MACBETH,22,"Think of this, good peers, But as a thing of custom: 'tis no other; Only it spoils the pleasure of the time."
The Tragedy of Macbeth,3,4,MACBETH,75,"What man dare, I dare: Approach thou like the rugged Russian bear, The arm'd rhinoceros, or the Hyrcan tiger; Take any shape but that, and my firm nerves Shall never tremble: or be alive again, And dare me to the desert with thy sword; If trembling I inhabit then, protest me The baby of a girl. Hence, horrible shadow! Unreal mockery, hence! Why, so: being gone, I am a man again. Pray you, sit still."
The Tragedy of Macbeth,3,4,LADY MACBETH,13,"You have displaced the mirth, broke the good meeting, With most admired disorder."
The Tragedy of Macbeth,3,4,MACBETH,49,"Can such things be, And overcome us like a summer's cloud, Without our special wonder? You make me strange Even to the disposition that I owe, When now I think you can behold such sights, And keep the natural ruby of your cheeks, When mine is blanched with fear."
The Tragedy of Macbeth,3,4,ROSS,4,"What sights, my lord?"
The Tragedy of Macbeth,3,4,LADY MACBETH,29,"I pray you, speak not; he grows worse and worse; Question enrages him. At once, good night: Stand not upon the order of your going, But go at once."
The Tragedy of Macbeth,3,4,LENNOX,8,Good night; and better health Attend his majesty!
The Tragedy of Macbeth,3,4,LADY MACBETH,6,A kind good night to all!
The Tragedy of Macbeth,3,4,MACBETH,42,"It will have blood; they say, blood will have blood: Stones have been known to move and trees to speak; Augurs and understood relations have By magot-pies and choughs and rooks brought forth The secret'st man of blood. What is the night?"
The Tragedy of Macbeth,3,4,LADY MACBETH,8,"Almost at odds with morning, which is which."
The Tragedy of Macbeth,3,4,MACBETH,12,"How say'st thou, that Macduff denies his person At our great bidding?"
The Tragedy of Macbeth,3,4,LADY MACBETH,6,"Did you send to him, sir?"
The Tragedy of Macbeth,3,4,MACBETH,102,"I hear it by the way; but I will send: There's not a one of them but in his house I keep a servant fee'd. I will to-morrow, And betimes I will, to the weird sisters: More shall they speak; for now I am bent to know, By the worst means, the worst. For mine own good, All causes shall give way: I am in blood Stepp'd in so far that, should I wade no more, Returning were as tedious as go o'er: Strange things I have in head, that will to hand; Which must be acted ere they may be scann'd."
The Tragedy of Macbeth,3,4,LADY MACBETH,8,"You lack the season of all natures, sleep."
The Tragedy of Macbeth,3,4,MACBETH,23,"Come, we'll to sleep. My strange and self-abuse Is the initiate fear that wants hard use: We are yet but young in deed."
The Tragedy of Macbeth,3,5,FIRST WITCH,7,"Why, how now, Hecate! you look angerly."
