Play,Act,Scene,Character,Line Count,Text
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,120,"I will tell you. The barge she sat in, like a burnish'd throne, Burn'd on the water: the poop was beaten gold; Purple the sails, and so perfumed that The winds were love-sick with them; the oars were silver, Which to the tune of flutes kept stroke, and made The water which they beat to follow faster, As amorous of their strokes. For her own person, It beggar'd all description: she did lie In her pavilion--cloth-of-gold of tissue-- O'er-picturing that Venus where we see The fancy outwork nature: on each side her Stood pretty dimpled boys, like smiling Cupids, With divers-colour'd fans, whose wind did seem To glow the delicate cheeks which they did cool, And what they undid did."
The Tragedy of Antony and Cleopatra,2,2,AGRIPPA,4,"O, rare for Antony!"
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,93,"Her gentlewomen, like the Nereides, So many mermaids, tended her i' the eyes, And made their bends adornings: at the helm A seeming mermaid steers: the silken tackle Swell with the touches of those flower-soft hands, That yarely frame the office. From the barge A strange invisible perfume hits the sense Of the adjacent wharfs. The city cast Her people out upon her; and Antony, Enthroned i' the market-place, did sit alone, Whistling to the air; which, but for vacancy, Had gone to gaze on Cleopatra too, And made a gap in nature."
The Tragedy of Antony and Cleopatra,2,2,AGRIPPA,2,Rare Egyptian!
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,58,"Upon her landing, Antony sent to her, Invited her to supper: she replied, It should be better he became her guest; Which she entreated: our courteous Antony, Whom ne'er the word of 'No' woman heard speak, Being barber'd ten times o'er, goes to the feast, And for his ordinary pays his heart For what his eyes eat only."
The Tragedy of Antony and Cleopatra,2,2,AGRIPPA,17,"Royal wench! She made great Caesar lay his sword to bed: He plough'd her, and she cropp'd."
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,31,"I saw her once Hop forty paces through the public street; And having lost her breath, she spoke, and panted, That she did make defect perfection, And, breathless, power breathe forth."
The Tragedy of Antony and Cleopatra,2,2,MECAENAS,6,Now Antony must leave her utterly.
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,46,"Never; he will not: Age cannot wither her, nor custom stale Her infinite variety: other women cloy The appetites they feed: but she makes hungry Where most she satisfies; for vilest things Become themselves in her: that the holy priests Bless her when she is riggish."
The Tragedy of Antony and Cleopatra,2,2,MECAENAS,17,"If beauty, wisdom, modesty, can settle The heart of Antony, Octavia is A blessed lottery to him."
The Tragedy of Antony and Cleopatra,2,2,AGRIPPA,13,"Let us go. Good Enobarbus, make yourself my guest Whilst you abide here."
The Tragedy of Antony and Cleopatra,2,2,DOMITIUS ENOBARBUS,5,"Humbly, sir, I thank you."
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,13,The world and my great office will sometimes Divide me from your bosom.
The Tragedy of Antony and Cleopatra,2,3,OCTAVIA,16,All which time Before the gods my knee shall bow my prayers To them for you.
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,37,"Good night, sir. My Octavia, Read not my blemishes in the world's report: I have not kept my square; but that to come Shall all be done by the rule. Good night, dear lady. Good night, sir."
The Tragedy of Antony and Cleopatra,2,3,OCTAVIUS CAESAR,2,Good night.
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,8,"Now, sirrah; you do wish yourself in Egypt?"
The Tragedy of Antony and Cleopatra,2,3,SOOTHSAYER,10,"Would I had never come from thence, nor you Thither!"
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,5,"If you can, your reason?"
The Tragedy of Antony and Cleopatra,2,3,SOOTHSAYER,19,"I see it in My motion, have it not in my tongue: but yet Hie you to Egypt again."
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,11,"Say to me, Whose fortunes shall rise higher, Caesar's or mine?"
The Tragedy of Antony and Cleopatra,2,3,SOOTHSAYER,43,"Caesar's. Therefore, O Antony, stay not by his side: Thy demon, that's thy spirit which keeps thee, is Noble, courageous high, unmatchable, Where Caesar's is not; but, near him, thy angel Becomes a fear, as being o'erpower'd: therefore Make space enough between you."
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,4,Speak this no more.
The Tragedy of Antony and Cleopatra,2,3,SOOTHSAYER,60,"To none but thee; no more, but when to thee. If thou dost play with him at any game, Thou art sure to lose; and, of that natural luck, He beats thee 'gainst the odds: thy lustre thickens, When he shines by: I say again, thy spirit Is all afraid to govern thee near him; But, he away, 'tis noble."
The Tragedy of Antony and Cleopatra,2,3,MARK ANTONY,103,"Get thee gone: Say to Ventidius I would speak with him: He shall to Parthia. Be it art or hap, He hath spoken true: the very dice obey him; And in our sports my better cunning faints Under his chance: if we draw lots, he speeds; His cocks do win the battle still of mine, When it is all to nought; and his quails ever Beat mine, inhoop'd, at odds. I will to Egypt: And though I make this marriage for my peace, I' the east my pleasure lies. O, come, Ventidius, You must to Parthia: your commission's ready; Follow me, and receive't."
The Tragedy of Antony and Cleopatra,2,4,LEPIDUS,10,"Trouble yourselves no further: pray you, hasten Your generals after."
The Tragedy of Antony and Cleopatra,2,4,AGRIPPA,11,"Sir, Mark Antony Will e'en but kiss Octavia, and we'll follow."
The Tragedy of Antony and Cleopatra,2,4,LEPIDUS,15,"Till I shall see you in your soldier's dress, Which will become you both, farewell."
The Tragedy of Antony and Cleopatra,2,4,MECAENAS,14,"We shall, As I conceive the journey, be at the Mount Before you, Lepidus."
The Tragedy of Antony and Cleopatra,2,4,LEPIDUS,17,Your way is shorter; My purposes do draw me much about: You'll win two days upon me.
The Tragedy of Antony and Cleopatra,2,4,MECAENAS,3,"Sir, good success!"
The Tragedy of Antony and Cleopatra,2,4,AGRIPPA,3,"Sir, good success!"
The Tragedy of Antony and Cleopatra,2,4,LEPIDUS,1,Farewell.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,13,"Give me some music; music, moody food Of us that trade in love."
The Tragedy of Antony and Cleopatra,2,5,ATTENDANTS,3,"The music, ho!"
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,8,"Let it alone; let's to billiards: come, Charmian."
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,8,My arm is sore; best play with Mardian.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,18,"As well a woman with an eunuch play'd As with a woman. Come, you'll play with me, sir?"
The Tragedy of Antony and Cleopatra,2,5,MARDIAN,6,"As well as I can, madam."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,64,"And when good will is show'd, though't come too short, The actor may plead pardon. I'll none now: Give me mine angle; we'll to the river: there, My music playing far off, I will betray Tawny-finn'd fishes; my bended hook shall pierce Their slimy jaws; and, as I draw them up, I'll think them every one an Antony, And say 'Ah, ha! you're caught.'"
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,24,"'Twas merry when You wager'd on your angling; when your diver Did hang a salt-fish on his hook, which he With fervency drew up."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,61,"That time,--O times!-- I laugh'd him out of patience; and that night I laugh'd him into patience; and next morn, Ere the ninth hour, I drunk him to his bed; Then put my tires and mantles on him, whilst I wore his sword Philippan. O, from Italy Ram thou thy fruitful tidings in mine ears, That long time have been barren."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,2,"Madam, madam,--"
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,38,"Antonius dead!--If thou say so, villain, Thou kill'st thy mistress: but well and free, If thou so yield him, there is gold, and here My bluest veins to kiss; a hand that kings Have lipp'd, and trembled kissing."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,5,"First, madam, he is well."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,33,"Why, there's more gold. But, sirrah, mark, we use To say the dead are well: bring it to that, The gold I give thee will I melt and pour Down thy ill-uttering throat."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,4,"Good madam, hear me."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,43,"Well, go to, I will; But there's no goodness in thy face: if Antony Be free and healthful,--so tart a favour To trumpet such good tidings! If not well, Thou shouldst come like a Fury crown'd with snakes, Not like a formal man."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,5,Will't please you hear me?
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,41,"I have a mind to strike thee ere thou speak'st: Yet if thou say Antony lives, is well, Or friends with Caesar, or not captive to him, I'll set thee in a shower of gold, and hail Rich pearls upon thee."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,3,"Madam, he's well."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,2,Well said.
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,4,And friends with Caesar.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,4,Thou'rt an honest man.
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,8,Caesar and he are greater friends than ever.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,6,Make thee a fortune from me.
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,3,"But yet, madam,--"
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,58,"I do not like 'But yet,' it does allay The good precedence; fie upon 'But yet'! 'But yet' is as a gaoler to bring forth Some monstrous malefactor. Prithee, friend, Pour out the pack of matter to mine ear, The good and bad together: he's friends with Caesar: In state of health thou say'st; and thou say'st free."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,12,"Free, madam! no; I made no such report: He's bound unto Octavia."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,4,For what good turn?
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,7,For the best turn i' the bed.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,4,"I am pale, Charmian."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,5,"Madam, he's married to Octavia."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,6,The most infectious pestilence upon thee!
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,3,"Good madam, patience."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,33,"What say you? Hence, Horrible villain! or I'll spurn thine eyes Like balls before me; I'll unhair thy head: Thou shalt be whipp'd with wire, and stew'd in brine, Smarting in lingering pickle."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,12,"Gracious madam, I that do bring the news made not the match."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,41,"Say 'tis not so, a province I will give thee, And make thy fortunes proud: the blow thou hadst Shall make thy peace for moving me to rage; And I will boot thee with what gift beside Thy modesty can beg."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,3,"He's married, madam."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,6,"Rogue, thou hast lived too long."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,13,"Nay, then I'll run. What mean you, madam? I have made no fault."
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,10,"Good madam, keep yourself within yourself: The man is innocent."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,31,"Some innocents 'scape not the thunderbolt. Melt Egypt into Nile! and kindly creatures Turn all to serpents! Call the slave again: Though I am mad, I will not bite him: call."
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,5,He is afeard to come.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,59,"I will not hurt him. These hands do lack nobility, that they strike A meaner than myself; since I myself Have given myself the cause. Come hither, sir. Though it be honest, it is never good To bring bad news: give to a gracious message. An host of tongues; but let ill tidings tell Themselves when they be felt."
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,5,I have done my duty.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,16,"Is he married? I cannot hate thee worser than I do, If thou again say 'Yes.'"
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,3,"He's married, madam."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,9,The gods confound thee! dost thou hold there still?
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,4,"Should I lie, madam?"
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,38,"O, I would thou didst, So half my Egypt were submerged and made A cistern for scaled snakes! Go, get thee hence: Hadst thou Narcissus in thy face, to me Thou wouldst appear most ugly. He is married?"
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,5,I crave your highness' pardon.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,3,He is married?
The Tragedy of Antony and Cleopatra,2,5,MESSENGER,25,Take no offence that I would not offend you: To punish me for what you make me do. Seems much unequal: he's married to Octavia.
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,44,"O, that his fault should make a knave of thee, That art not what thou'rt sure of! Get thee hence: The merchandise which thou hast brought from Rome Are all too dear for me: lie they upon thy hand, And be undone by 'em!"
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,4,"Good your highness, patience."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,7,"In praising Antony, I have dispraised Caesar."
The Tragedy of Antony and Cleopatra,2,5,CHARMIAN,3,"Many times, madam."
The Tragedy of Antony and Cleopatra,2,5,CLEOPATRA,93,"I am paid for't now. Lead me from hence: I faint: O Iras, Charmian! 'tis no matter. Go to the fellow, good Alexas; bid him Report the feature of Octavia, her years, Her inclination, let him not leave out The colour of her hair: bring me word quickly. Let him for ever go:--let him not--Charmian, Though he be painted one way like a Gorgon, The other way's a Mars. Bid you Alexas Bring me word how tall she is. Pity me, Charmian, But do not speak to me. Lead me to my chamber."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,15,"Your hostages I have, so have you mine; And we shall talk before we fight."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,46,"Most meet That first we come to words; and therefore have we Our written purposes before us sent; Which, if thou hast consider'd, let us know If 'twill tie up thy discontented sword, And carry back to Sicily much tall youth That else must perish here."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,118,"To you all three, The senators alone of this great world, Chief factors for the gods, I do not know Wherefore my father should revengers want, Having a son and friends; since Julius Caesar, Who at Philippi the good Brutus ghosted, There saw you labouring for him. What was't That moved pale Cassius to conspire; and what Made the all-honour'd, honest Roman, Brutus, With the arm'd rest, courtiers and beauteous freedom, To drench the Capitol; but that they would Have one man but a man? And that is it Hath made me rig my navy; at whose burthen The anger'd ocean foams; with which I meant To scourge the ingratitude that despiteful Rome Cast on my noble father."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,3,Take your time.
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,25,"Thou canst not fear us, Pompey, with thy sails; We'll speak with thee at sea: at land, thou know'st How much we do o'er-count thee."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,24,"At land, indeed, Thou dost o'er-count me of my father's house: But, since the cuckoo builds not for himself, Remain in't as thou mayst."
The Tragedy of Antony and Cleopatra,2,6,LEPIDUS,19,Be pleased to tell us-- For this is from the present--how you take The offers we have sent you.
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,3,There's the point.
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,13,"Which do not be entreated to, but weigh What it is worth embraced."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,9,"And what may follow, To try a larger fortune."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,39,"You have made me offer Of Sicily, Sardinia; and I must Rid all the sea of pirates; then, to send Measures of wheat to Rome; this 'greed upon To part with unhack'd edges, and bear back Our targes undinted."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,3,That's our offer.
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,3,That's our offer.
The Tragedy of Antony and Cleopatra,2,6,LEPIDUS,3,That's our offer.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,53,"Know, then, I came before you here a man prepared To take this offer: but Mark Antony Put me to some impatience: though I lose The praise of it by telling, you must know, When Caesar and your brother were at blows, Your mother came to Sicily and did find Her welcome friendly."
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,18,"I have heard it, Pompey; And am well studied for a liberal thanks Which I do owe you."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,15,"Let me have your hand: I did not think, sir, to have met you here."
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,25,"The beds i' the east are soft; and thanks to you, That call'd me timelier than my purpose hither; For I have gain'd by 't."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,11,"Since I saw you last, There is a change upon you."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,26,"Well, I know not What counts harsh fortune casts upon my face; But in my bosom shall she never come, To make my heart her vassal."
The Tragedy of Antony and Cleopatra,2,6,LEPIDUS,3,Well met here.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,19,"I hope so, Lepidus. Thus we are agreed: I crave our composition may be written, And seal'd between us."
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,5,That's the next to do.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,14,We'll feast each other ere we part; and let's Draw lots who shall begin.
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,4,"That will I, Pompey."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,28,"No, Antony, take the lot: but, first Or last, your fine Egyptian cookery Shall have the fame. I have heard that Julius Caesar Grew fat with feasting there."
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,4,You have heard much.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,5,"I have fair meanings, sir."
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,5,And fair words to them.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,12,"Then so much have I heard: And I have heard, Apollodorus carried--"
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,7,No more of that: he did so.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,4,"What, I pray you?"
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,8,A certain queen to Caesar in a mattress.
The Tragedy of Antony and Cleopatra,2,6,POMPEY,8,"I know thee now: how farest thou, soldier?"
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,14,"Well; And well am like to do; for, I perceive, Four feasts are toward."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,20,"Let me shake thy hand; I never hated thee: I have seen thee fight, When I have envied thy behavior."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,26,"Sir, I never loved you much; but I ha' praised ye, When you have well deserved ten times as much As I have said you did."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,19,"Enjoy thy plainness, It nothing ill becomes thee. Aboard my galley I invite you all: Will you lead, lords?"
The Tragedy of Antony and Cleopatra,2,6,OCTAVIUS CAESAR,5,"Show us the way, sir."
The Tragedy of Antony and Cleopatra,2,6,MARK ANTONY,5,"Show us the way, sir."
The Tragedy of Antony and Cleopatra,2,6,LEPIDUS,5,"Show us the way, sir."
The Tragedy of Antony and Cleopatra,2,6,POMPEY,1,Come.
The Tragedy of Antony and Cleopatra,2,6,MENAS,8,"made this treaty.--You and I have known, sir."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,4,"At sea, I think."
The Tragedy of Antony and Cleopatra,2,6,MENAS,3,"We have, sir."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,6,You have done well by water.
The Tragedy of Antony and Cleopatra,2,6,MENAS,4,And you by land.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,20,I will praise any man that will praise me; though it cannot be denied what I have done by land.
The Tragedy of Antony and Cleopatra,2,6,MENAS,7,Nor what I have done by water.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,17,"Yes, something you can deny for your own safety: you have been a great thief by sea."
The Tragedy of Antony and Cleopatra,2,6,MENAS,4,And you by land.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,24,"There I deny my land service. But give me your hand, Menas: if our eyes had authority, here they might take two thieves kissing."
The Tragedy of Antony and Cleopatra,2,6,MENAS,9,"All men's faces are true, whatsome'er their hands are."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,11,But there is never a fair woman has a true face.
The Tragedy of Antony and Cleopatra,2,6,MENAS,5,No slander; they steal hearts.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,7,We came hither to fight with you.
The Tragedy of Antony and Cleopatra,2,6,MENAS,20,"For my part, I am sorry it is turned to a drinking. Pompey doth this day laugh away his fortune."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,9,"If he do, sure, he cannot weep't back again."
The Tragedy of Antony and Cleopatra,2,6,MENAS,17,"You've said, sir. We looked not for Mark Antony here: pray you, is he married to Cleopatra?"
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,5,Caesar's sister is called Octavia.
The Tragedy of Antony and Cleopatra,2,6,MENAS,9,"True, sir; she was the wife of Caius Marcellus."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,9,But she is now the wife of Marcus Antonius.
The Tragedy of Antony and Cleopatra,2,6,MENAS,3,"Pray ye, sir?"
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,2,'Tis true.
The Tragedy of Antony and Cleopatra,2,6,MENAS,9,Then is Caesar and he for ever knit together.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,14,"If I were bound to divine of this unity, I would not prophesy so."
The Tragedy of Antony and Cleopatra,2,6,MENAS,18,I think the policy of that purpose made more in the marriage than the love of the parties.
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,34,"I think so too. But you shall find, the band that seems to tie their friendship together will be the very strangler of their amity: Octavia is of a holy, cold, and still conversation."
The Tragedy of Antony and Cleopatra,2,6,MENAS,7,Who would not have his wife so?
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,65,"Not he that himself is not so; which is Mark Antony. He will to his Egyptian dish again: then shall the sighs of Octavia blow the fire up in Caesar; and, as I said before, that which is the strength of their amity shall prove the immediate author of their variance. Antony will use his affection where it is: he married but his occasion here."
The Tragedy of Antony and Cleopatra,2,6,MENAS,16,"And thus it may be. Come, sir, will you aboard? I have a health for you."
The Tragedy of Antony and Cleopatra,2,6,DOMITIUS ENOBARBUS,12,"I shall take it, sir: we have used our throats in Egypt."
The Tragedy of Antony and Cleopatra,2,6,MENAS,3,"Come, let's away."
The Tragedy of Antony and Cleopatra,2,7,FIRST SERVANT,21,"Here they'll be, man. Some o' their plants are ill-rooted already: the least wind i' the world will blow them down."
The Tragedy of Antony and Cleopatra,2,7,SECOND SERVANT,3,Lepidus is high-coloured.
The Tragedy of Antony and Cleopatra,2,7,FIRST SERVANT,6,They have made him drink alms-drink.
The Tragedy of Antony and Cleopatra,2,7,SECOND SERVANT,23,"As they pinch one another by the disposition, he cries out 'No more;' reconciles them to his entreaty, and himself to the drink."
The Tragedy of Antony and Cleopatra,2,7,FIRST SERVANT,11,But it raises the greater war between him and his discretion.
The Tragedy of Antony and Cleopatra,2,7,SECOND SERVANT,31,"Why, this is to have a name in great men's fellowship: I had as lief have a reed that will do me no service as a partisan I could not heave."
The Tragedy of Antony and Cleopatra,2,7,FIRST SERVANT,27,"To be called into a huge sphere, and not to be seen to move in't, are the holes where eyes should be, which pitifully disaster the cheeks."
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,52,"the flow o' the Nile By certain scales i' the pyramid; they know, By the height, the lowness, or the mean, if dearth Or foison follow: the higher Nilus swells, The more it promises: as it ebbs, the seedsman Upon the slime and ooze scatters his grain, And shortly comes to harvest."
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,4,You've strange serpents there.
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,2,"Ay, Lepidus."
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,20,Your serpent of Egypt is bred now of your mud by the operation of your sun: so is your crocodile.
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,3,They are so.
The Tragedy of Antony and Cleopatra,2,7,POMPEY,7,"Sit,--and some wine! A health to Lepidus!"
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,13,"I am not so well as I should be, but I'll ne'er out."
The Tragedy of Antony and Cleopatra,2,7,DOMITIUS ENOBARBUS,13,Not till you have slept; I fear me you'll be in till then.
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,18,"Nay, certainly, I have heard the Ptolemies' pyramises are very goodly things; without contradiction, I have heard that."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,2,what is't?
The Tragedy of Antony and Cleopatra,2,7,MENAS,8,"thee, captain, And hear me speak a word."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,4,This wine for Lepidus!
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,7,What manner o' thing is your crocodile?
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,45,"It is shaped, sir, like itself; and it is as broad as it hath breadth: it is just so high as it is, and moves with its own organs: it lives by that which nourisheth it; and the elements once out of it, it transmigrates."
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,5,What colour is it of?
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,5,Of it own colour too.
The Tragedy of Antony and Cleopatra,2,7,LEPIDUS,4,'Tis a strange serpent.
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,9,'Tis so. And the tears of it are wet.
The Tragedy of Antony and Cleopatra,2,7,OCTAVIUS CAESAR,5,Will this description satisfy him?
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,13,"With the health that Pompey gives him, else he is a very epicure."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,13,that? away! Do as I bid you. Where's this cup I call'd for?
The Tragedy of Antony and Cleopatra,2,7,MENAS,7,"wilt hear me, Rise from thy stool."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,2,The matter?
The Tragedy of Antony and Cleopatra,2,7,MENAS,10,I have ever held my cap off to thy fortunes.
The Tragedy of Antony and Cleopatra,2,7,POMPEY,14,"Thou hast served me with much faith. What's else to say? Be jolly, lords."
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,9,"These quick-sands, Lepidus, Keep off them, for you sink."
The Tragedy of Antony and Cleopatra,2,7,MENAS,8,Wilt thou be lord of all the world?
The Tragedy of Antony and Cleopatra,2,7,POMPEY,3,What say'st thou?
The Tragedy of Antony and Cleopatra,2,7,MENAS,10,Wilt thou be lord of the whole world? That's twice.
The Tragedy of Antony and Cleopatra,2,7,POMPEY,4,How should that be?
The Tragedy of Antony and Cleopatra,2,7,MENAS,19,"But entertain it, And, though thou think me poor, I am the man Will give thee all the world."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,4,Hast thou drunk well?
The Tragedy of Antony and Cleopatra,2,7,MENAS,31,"Now, Pompey, I have kept me from the cup. Thou art, if thou darest be, the earthly Jove: Whate'er the ocean pales, or sky inclips, Is thine, if thou wilt ha't."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,4,Show me which way.
The Tragedy of Antony and Cleopatra,2,7,MENAS,28,"These three world-sharers, these competitors, Are in thy vessel: let me cut the cable; And, when we are put off, fall to their throats: All there is thine."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,65,"Ah, this thou shouldst have done, And not have spoke on't! In me 'tis villany; In thee't had been good service. Thou must know, 'Tis not my profit that does lead mine honour; Mine honour, it. Repent that e'er thy tongue Hath so betray'd thine act: being done unknown, I should have found it afterwards well done; But must condemn it now. Desist, and drink."
The Tragedy of Antony and Cleopatra,2,7,MENAS,22,"I'll never follow thy pall'd fortunes more. Who seeks, and will not take when once 'tis offer'd, Shall never find it more."
The Tragedy of Antony and Cleopatra,2,7,POMPEY,4,This health to Lepidus!
The Tragedy of Antony and Cleopatra,2,7,MARK ANTONY,9,"Bear him ashore. I'll pledge it for him, Pompey."
